"year","NUTS 3 CODE 2021","vald_clean","vald","type","LAU CODE","NUTS 3 CODE 2016","number","median_price_final","average_price_final"
2007,"EE001","anija vald","Anija vald","flat",141,"EE001",64,694.96,633.99
2007,"EE001","harku vald","Harku vald","flat",198,"EE001",230,1415.63,1397.59
2007,"EE001","joelahtme vald","Jõelähtme vald","flat",245,"EE001",97,1057.19,1043.71
2007,"EE001","keila linn","Keila linn","flat",296,"EE001",209,1202.57,1182.35
2007,"EE001","kiili vald","Kiili vald","flat",304,"EE001",74,1505,1484.36
2007,"EE001","kose vald","Kose vald","flat",338,"EE001",82,666.18,683.68
2007,"EE001","kuusalu vald","Kuusalu vald","flat",353,"EE001",74,645.41,644.73
2007,"EE001","laaneharju vald","Lääne-Harju vald","flat",431,"EE001",356,685.13,639.33
2007,"EE001","loksa linn","Loksa linn","flat",424,"EE001",43,605.48,590.09
2007,"EE001","maardu linn","Maardu linn","flat",446,"EE001",309,1121.79,979.16
2007,"EE001","raasiku vald","Raasiku vald","flat",651,"EE001",61,1057.06,942.7
2007,"EE001","rae vald","Rae vald","flat",653,"EE001",492,1581.15,1506.33
2007,"EE001","saku vald","Saku vald","flat",718,"EE001",61,1259.01,1239.46
2007,"EE001","saue vald","Saue vald","flat",726,"EE001",350,1259.6,1204.6
2007,"EE001","tallinn","Tallinn","flat",784,"EE001",9966,1554.37,1620.33
2007,"EE001","viimsi vald","Viimsi vald","flat",890,"EE001",415,1630.57,1580.66
2007,"EE004","haademeeste vald","Häädemeeste vald","flat",214,"EE004",22,468.85,442.4
2007,"EE004","haapsalu linn","Haapsalu linn","flat",184,"EE004",292,795.71,783.06
2007,"EE004","hiiumaa vald","Hiiumaa vald","flat",205,"EE004",66,325.12,367.7
2007,"EE004","kihnu vald","Kihnu vald","flat",303,"EE004",4,396.985,537.847
2007,"EE004","laanenigula vald","Lääne-Nigula vald","flat",441,"EE004",76,285.99,279.86
2007,"EE004","laaneranna vald","Lääneranna vald","flat",430,"EE004",41,104.62,120.99
2007,"EE004","muhu vald","Muhu vald","flat",478,"EE004",NA,372.961915612648,385.110931102032
2007,"EE004","parnu linn","Pärnu linn","flat",624,"EE004",1060,1126.33,1203.2
2007,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","flat",638,"EE004",93,213.99,260.31
2007,"EE004","ruhnu vald","Ruhnu vald","flat",689,"EE004",4,396.985,537.847
2007,"EE004","saarde vald","Saarde vald","flat",712,"EE004",47,193.28,207.55
2007,"EE004","saaremaa vald","Saaremaa vald","flat",714,"EE004",296,857.55,833.53
2007,"EE004","tori vald","Tori vald","flat",809,"EE004",172,1004.72,879.87
2007,"EE004","vormsi vald","Vormsi vald","flat",907,"EE004",NA,396.985,537.847
2007,"EE008","antsla vald","Antsla vald","flat",142,"EE008",29,77,98.48
2007,"EE008","elva vald","Elva vald","flat",171,"EE008",138,434.29,496.91
2007,"EE008","jogeva vald","Jõgeva vald","flat",247,"EE008",177,279.23,248.94
2007,"EE008","kambja vald","Kambja vald","flat",283,"EE008",140,1005.45,1052.56
2007,"EE008","kanepi vald","Kanepi vald","flat",284,"EE008",34,189.85,187.67
2007,"EE008","kastre vald","Kastre vald","flat",291,"EE008",36,381.4,418.65
2007,"EE008","luunja vald","Luunja vald","flat",432,"EE008",128,1019.43,836.52
2007,"EE008","mulgi vald","Mulgi vald","flat",480,"EE008",60,92.68,155.68
2007,"EE008","mustvee vald","Mustvee vald","flat",486,"EE008",16,161.37,303.55
2007,"EE008","noo vald","Nõo vald","flat",528,"EE008",24,614.74,603.63
2007,"EE008","otepaa vald","Otepää vald","flat",557,"EE008",49,531.54,955.27
2007,"EE008","peipsiaare vald","Peipsiääre vald","flat",586,"EE008",39,331.62,292.44
2007,"EE008","pohjasakala vald","Põhja-Sakala vald","flat",615,"EE008",68,130.56,159.97
2007,"EE008","poltsamaa vald","Põltsamaa vald","flat",618,"EE008",115,222.95,239.81
2007,"EE008","polva vald","Põlva vald","flat",622,"EE008",174,413.63,405.84
2007,"EE008","rapina vald","Räpina vald","flat",708,"EE008",44,141.48,184.17
2007,"EE008","rouge vald","Rõuge vald","flat",698,"EE008",15,72.9,180.12
2007,"EE008","setomaa vald","Setomaa vald","flat",732,"EE008",26,56.69,99.43
2007,"EE008","tartu linn","Tartu linn","flat",793,"EE008",2168,1132.32,1163.43
2007,"EE008","tartu vald","Tartu vald","flat",796,"EE008",166,1095.43,949.78
2007,"EE008","torva vald","Tõrva vald","flat",824,"EE008",60,161.4,172.03
2007,"EE008","valga vald","Valga vald","flat",855,"EE008",281,249.5,266.02
2007,"EE008","viljandi linn","Viljandi linn","flat",897,"EE008",235,789.27,769.47
2007,"EE008","viljandi vald","Viljandi vald","flat",899,"EE008",127,230.08,291.09
2007,"EE008","voru linn","Võru linn","flat",919,"EE008",217,658.88,633.71
2007,"EE008","voru vald","Võru vald","flat",917,"EE008",58,355.98,339.51
2007,"EE009","haljala vald","Haljala vald","flat",191,"EE006",32,481.57,544.38
2007,"EE009","jarva vald","Järva vald","flat",255,"EE006",96,88.09,120.28
2007,"EE009","kadrina vald","Kadrina vald","flat",272,"EE006",83,354.17,307.77
2007,"EE009","kehtna vald","Kehtna vald","flat",293,"EE006",92,280.66,279.3
2007,"EE009","kohila vald","Kohila vald","flat",317,"EE006",54,843.33,790.35
2007,"EE009","marjamaa vald","Märjamaa vald","flat",503,"EE006",73,273.42,321.81
2007,"EE009","paide linn","Paide linn","flat",567,"EE006",178,609.17,576.77
2007,"EE009","rakvere linn","Rakvere linn","flat",663,"EE006",256,821.07,839.85
2007,"EE009","rakvere vald","Rakvere vald","flat",661,"EE006",88,599.09,572.28
2007,"EE009","rapla vald","Rapla vald","flat",668,"EE006",153,628.12,583.63
2007,"EE009","tapa vald","Tapa vald","flat",792,"EE006",157,179.4,215.01
2007,"EE009","turi vald","Türi vald","flat",834,"EE006",122,368.53,339.22
2007,"EE009","vaikemaarja vald","Väike-Maarja vald","flat",928,"EE006",36,104.2,117.72
2007,"EE009","vinni vald","Vinni vald","flat",901,"EE006",46,426.37,381.41
2007,"EE009","virunigula vald","Viru-Nigula vald","flat",903,"EE006",115,247.86,235.78
2007,"EE00A","alutaguse vald","Alutaguse vald","flat",130,"EE007",15,161.12,159.56
2007,"EE00A","johvi vald","Jõhvi vald","flat",251,"EE007",248,503.6,528.98
2007,"EE00A","kohtlajarve linn","Kohtla-Järve linn","flat",321,"EE007",839,249.86,260.95
2007,"EE00A","luganuse vald","Lüganuse vald","flat",442,"EE007",157,74.84,81.1
2007,"EE00A","narva linn","Narva linn","flat",511,"EE007",600,840.77,798.54
2007,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","flat",514,"EE007",44,1072.97,898.91
2007,"EE00A","sillamae linn","Sillamäe linn","flat",735,"EE007",157,583.43,573.21
2007,"EE00A","toila vald","Toila vald","flat",803,"EE007",140,246.52,256.546666666667
2008,"EE001","anija vald","Anija vald","flat",141,"EE001",43,493.31,474.28
2008,"EE001","harku vald","Harku vald","flat",198,"EE001",143,1264.61,1214.02
2008,"EE001","joelahtme vald","Jõelähtme vald","flat",245,"EE001",51,946.15,940.56
2008,"EE001","keila linn","Keila linn","flat",296,"EE001",131,1056.09,1046.39
2008,"EE001","kiili vald","Kiili vald","flat",304,"EE001",26,700.9,747.66
2008,"EE001","kose vald","Kose vald","flat",338,"EE001",55,699.16,639.47
2008,"EE001","kuusalu vald","Kuusalu vald","flat",353,"EE001",30,682.33,680.58
2008,"EE001","laaneharju vald","Lääne-Harju vald","flat",431,"EE001",138,524.4,531.24
2008,"EE001","loksa linn","Loksa linn","flat",424,"EE001",24,494.5,482.01
2008,"EE001","maardu linn","Maardu linn","flat",446,"EE001",189,919.06,873.39
2008,"EE001","raasiku vald","Raasiku vald","flat",651,"EE001",18,871.54,922.72
2008,"EE001","rae vald","Rae vald","flat",653,"EE001",323,1315.25,1308.72
2008,"EE001","saku vald","Saku vald","flat",718,"EE001",40,1044.14,1031.35
2008,"EE001","saue vald","Saue vald","flat",726,"EE001",140,1108.33,1066.54
2008,"EE001","tallinn","Tallinn","flat",784,"EE001",6655,1322.31,1393.43
2008,"EE001","viimsi vald","Viimsi vald","flat",890,"EE001",265,1354.45,1324.07
2008,"EE004","haademeeste vald","Häädemeeste vald","flat",214,"EE004",11,371.1,454.87
2008,"EE004","haapsalu linn","Haapsalu linn","flat",184,"EE004",133,759.84,741.42
2008,"EE004","hiiumaa vald","Hiiumaa vald","flat",205,"EE004",48,399.52,413.79
2008,"EE004","kihnu vald","Kihnu vald","flat",303,"EE004",NA,385.31,498.409
2008,"EE004","laanenigula vald","Lääne-Nigula vald","flat",441,"EE004",51,289.09,281.9
2008,"EE004","laaneranna vald","Lääneranna vald","flat",430,"EE004",37,65.63,92.07
2008,"EE004","muhu vald","Muhu vald","flat",478,"EE004",2,361.993414624506,356.87240806332
2008,"EE004","parnu linn","Pärnu linn","flat",624,"EE004",614,1014.32,1074.02
2008,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","flat",638,"EE004",85,176.23,241.76
2008,"EE004","ruhnu vald","Ruhnu vald","flat",689,"EE004",NA,385.31,498.409
2008,"EE004","saarde vald","Saarde vald","flat",712,"EE004",37,88.62,139.21
2008,"EE004","saaremaa vald","Saaremaa vald","flat",714,"EE004",218,838.88,829.04
2008,"EE004","tori vald","Tori vald","flat",809,"EE004",84,712.79,716.01
2008,"EE004","vormsi vald","Vormsi vald","flat",907,"EE004",NA,385.31,498.409
2008,"EE008","antsla vald","Antsla vald","flat",142,"EE008",35,89.54,111.63
2008,"EE008","elva vald","Elva vald","flat",171,"EE008",94,407.72,446.4
2008,"EE008","jogeva vald","Jõgeva vald","flat",247,"EE008",129,221.53,252.93
2008,"EE008","kambja vald","Kambja vald","flat",283,"EE008",88,900.35,888.25
2008,"EE008","kanepi vald","Kanepi vald","flat",284,"EE008",13,48.58,112.6
2008,"EE008","kastre vald","Kastre vald","flat",291,"EE008",21,450.42,442.11
2008,"EE008","luunja vald","Luunja vald","flat",432,"EE008",65,1113.22,1082.07
2008,"EE008","mulgi vald","Mulgi vald","flat",480,"EE008",43,131.03,184.35
2008,"EE008","mustvee vald","Mustvee vald","flat",486,"EE008",24,255.74,234.86
2008,"EE008","noo vald","Nõo vald","flat",528,"EE008",15,619.64,554.27
2008,"EE008","otepaa vald","Otepää vald","flat",557,"EE008",53,446.11,653.91
2008,"EE008","peipsiaare vald","Peipsiääre vald","flat",586,"EE008",22,234.56,265.08
2008,"EE008","pohjasakala vald","Põhja-Sakala vald","flat",615,"EE008",51,134.55,165.07
2008,"EE008","poltsamaa vald","Põltsamaa vald","flat",618,"EE008",71,191.33,259.42
2008,"EE008","polva vald","Põlva vald","flat",622,"EE008",80,370.94,358.25
2008,"EE008","rapina vald","Räpina vald","flat",708,"EE008",28,130.4,191.71
2008,"EE008","rouge vald","Rõuge vald","flat",698,"EE008",17,31.84,57.21
2008,"EE008","setomaa vald","Setomaa vald","flat",732,"EE008",10,71.69,125.77
2008,"EE008","tartu linn","Tartu linn","flat",793,"EE008",1483,1074.94,1103.38
2008,"EE008","tartu vald","Tartu vald","flat",796,"EE008",114,901.22,868.1
2008,"EE008","torva vald","Tõrva vald","flat",824,"EE008",28,211,192.55
2008,"EE008","valga vald","Valga vald","flat",855,"EE008",210,121.12,187.96
2008,"EE008","viljandi linn","Viljandi linn","flat",897,"EE008",206,712.7,705.43
2008,"EE008","viljandi vald","Viljandi vald","flat",899,"EE008",85,330.3,324.07
2008,"EE008","voru linn","Võru linn","flat",919,"EE008",129,629.9,595.9
2008,"EE008","voru vald","Võru vald","flat",917,"EE008",44,286.62,298.64
2008,"EE009","haljala vald","Haljala vald","flat",191,"EE006",23,461.22,416.2
2008,"EE009","jarva vald","Järva vald","flat",255,"EE006",79,100.74,132.97
2008,"EE009","kadrina vald","Kadrina vald","flat",272,"EE006",33,383.85,350.69
2008,"EE009","kehtna vald","Kehtna vald","flat",293,"EE006",53,289.19,284.48
2008,"EE009","kohila vald","Kohila vald","flat",317,"EE006",32,764.03,700.44
2008,"EE009","marjamaa vald","Märjamaa vald","flat",503,"EE006",74,311.8,286.02
2008,"EE009","paide linn","Paide linn","flat",567,"EE006",116,547.37,497.71
2008,"EE009","rakvere linn","Rakvere linn","flat",663,"EE006",174,747.7,765.16
2008,"EE009","rakvere vald","Rakvere vald","flat",661,"EE006",66,577.77,548.84
2008,"EE009","rapla vald","Rapla vald","flat",668,"EE006",91,611.75,583.66
2008,"EE009","tapa vald","Tapa vald","flat",792,"EE006",150,145.81,179.52
2008,"EE009","turi vald","Türi vald","flat",834,"EE006",79,292.64,303.47
2008,"EE009","vaikemaarja vald","Väike-Maarja vald","flat",928,"EE006",48,77.29,128.42
2008,"EE009","vinni vald","Vinni vald","flat",901,"EE006",29,244.11,290.84
2008,"EE009","virunigula vald","Viru-Nigula vald","flat",903,"EE006",59,175.03,212.71
2008,"EE00A","alutaguse vald","Alutaguse vald","flat",130,"EE007",16,76,111.94
2008,"EE00A","johvi vald","Jõhvi vald","flat",251,"EE007",161,417.63,427.43
2008,"EE00A","kohtlajarve linn","Kohtla-Järve linn","flat",321,"EE007",580,186.7,212.83
2008,"EE00A","luganuse vald","Lüganuse vald","flat",442,"EE007",159,150.74,184.14
2008,"EE00A","narva linn","Narva linn","flat",511,"EE007",529,653.19,678.25
2008,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","flat",514,"EE007",78,1116.85,1140.99
2008,"EE00A","sillamae linn","Sillamäe linn","flat",735,"EE007",118,393.18,424.8
2008,"EE00A","toila vald","Toila vald","flat",803,"EE007",112,214.79,241.17
2009,"EE001","anija vald","Anija vald","flat",141,"EE001",16,256.26,227.85
2009,"EE001","harku vald","Harku vald","flat",198,"EE001",48,723.59,813.53
2009,"EE001","joelahtme vald","Jõelähtme vald","flat",245,"EE001",27,478.38,471.11
2009,"EE001","keila linn","Keila linn","flat",296,"EE001",85,563.93,557.38
2009,"EE001","kiili vald","Kiili vald","flat",304,"EE001",7,734.03,682.98
2009,"EE001","kose vald","Kose vald","flat",338,"EE001",23,294.07,332.53
2009,"EE001","kuusalu vald","Kuusalu vald","flat",353,"EE001",15,359.42,400.79
2009,"EE001","laaneharju vald","Lääne-Harju vald","flat",431,"EE001",109,226.78,271.31
2009,"EE001","loksa linn","Loksa linn","flat",424,"EE001",19,210.18,250.38
2009,"EE001","maardu linn","Maardu linn","flat",446,"EE001",152,422.6,418.25
2009,"EE001","raasiku vald","Raasiku vald","flat",651,"EE001",14,415.19,442.51
2009,"EE001","rae vald","Rae vald","flat",653,"EE001",186,896.7,865.13
2009,"EE001","saku vald","Saku vald","flat",718,"EE001",28,608.88,655.04
2009,"EE001","saue vald","Saue vald","flat",726,"EE001",98,692.97,716.13
2009,"EE001","tallinn","Tallinn","flat",784,"EE001",4769,779.41,870.78
2009,"EE001","viimsi vald","Viimsi vald","flat",890,"EE001",273,816.96,868.9
2009,"EE004","haademeeste vald","Häädemeeste vald","flat",214,"EE004",4,240.455,306.9
2009,"EE004","haapsalu linn","Haapsalu linn","flat",184,"EE004",93,489.51,496.9
2009,"EE004","hiiumaa vald","Hiiumaa vald","flat",205,"EE004",22,276.31,319.94
2009,"EE004","kihnu vald","Kihnu vald","flat",303,"EE004",NA,276.31,338.755555555556
2009,"EE004","laanenigula vald","Lääne-Nigula vald","flat",441,"EE004",25,124.1,137.51
2009,"EE004","laaneranna vald","Lääneranna vald","flat",430,"EE004",18,73.11,95.01
2009,"EE004","muhu vald","Muhu vald","flat",478,"EE004",NA,259.589422529644,242.556837569023
2009,"EE004","parnu linn","Pärnu linn","flat",624,"EE004",373,651.77,697.08
2009,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","flat",638,"EE004",26,102.82,122.49
2009,"EE004","ruhnu vald","Ruhnu vald","flat",689,"EE004",NA,276.31,338.755555555556
2009,"EE004","saarde vald","Saarde vald","flat",712,"EE004",16,136.26,200.45
2009,"EE004","saaremaa vald","Saaremaa vald","flat",714,"EE004",129,513.16,519.19
2009,"EE004","tori vald","Tori vald","flat",809,"EE004",49,471.48,460.23
2009,"EE004","vormsi vald","Vormsi vald","flat",907,"EE004",2,276.31,338.755555555556
2009,"EE008","antsla vald","Antsla vald","flat",142,"EE008",14,66.31,112.9
2009,"EE008","elva vald","Elva vald","flat",171,"EE008",43,119.83,181.36
2009,"EE008","jogeva vald","Jõgeva vald","flat",247,"EE008",74,117.44,159.79
2009,"EE008","kambja vald","Kambja vald","flat",283,"EE008",46,597.57,579.71
2009,"EE008","kanepi vald","Kanepi vald","flat",284,"EE008",19,56.95,125.39
2009,"EE008","kastre vald","Kastre vald","flat",291,"EE008",11,189.93,161.64
2009,"EE008","luunja vald","Luunja vald","flat",432,"EE008",31,762.87,689.57
2009,"EE008","mulgi vald","Mulgi vald","flat",480,"EE008",54,79.2,162.35
2009,"EE008","mustvee vald","Mustvee vald","flat",486,"EE008",6,62.73,99.02
2009,"EE008","noo vald","Nõo vald","flat",528,"EE008",9,399.97,370.92
2009,"EE008","otepaa vald","Otepää vald","flat",557,"EE008",22,280.73,598.06
2009,"EE008","peipsiaare vald","Peipsiääre vald","flat",586,"EE008",17,112.79,114.61
2009,"EE008","pohjasakala vald","Põhja-Sakala vald","flat",615,"EE008",32,86.71,108.49
2009,"EE008","poltsamaa vald","Põltsamaa vald","flat",618,"EE008",39,106.52,165.27
2009,"EE008","polva vald","Põlva vald","flat",622,"EE008",46,238.22,248.4
2009,"EE008","rapina vald","Räpina vald","flat",708,"EE008",23,124.62,117.98
2009,"EE008","rouge vald","Rõuge vald","flat",698,"EE008",20,52.2,58.97
2009,"EE008","setomaa vald","Setomaa vald","flat",732,"EE008",9,61.16,90.1
2009,"EE008","tartu linn","Tartu linn","flat",793,"EE008",840,714.93,744.04
2009,"EE008","tartu vald","Tartu vald","flat",796,"EE008",44,798.9,663.73
2009,"EE008","torva vald","Tõrva vald","flat",824,"EE008",18,103.41,203.38
2009,"EE008","valga vald","Valga vald","flat",855,"EE008",111,118.36,143.48
2009,"EE008","viljandi linn","Viljandi linn","flat",897,"EE008",102,451.86,545.11
2009,"EE008","viljandi vald","Viljandi vald","flat",899,"EE008",57,142.4,171.61
2009,"EE008","voru linn","Võru linn","flat",919,"EE008",84,386.32,420.9
2009,"EE008","voru vald","Võru vald","flat",917,"EE008",25,209.66,211.44
2009,"EE009","haljala vald","Haljala vald","flat",191,"EE006",11,288.79,392.43
2009,"EE009","jarva vald","Järva vald","flat",255,"EE006",67,21.25,54.4
2009,"EE009","kadrina vald","Kadrina vald","flat",272,"EE006",12,125.27,125.32
2009,"EE009","kehtna vald","Kehtna vald","flat",293,"EE006",28,121.68,145.64
2009,"EE009","kohila vald","Kohila vald","flat",317,"EE006",18,376.48,498.57
2009,"EE009","marjamaa vald","Märjamaa vald","flat",503,"EE006",15,254.86,232.59
2009,"EE009","paide linn","Paide linn","flat",567,"EE006",47,163.18,207.51
2009,"EE009","rakvere linn","Rakvere linn","flat",663,"EE006",122,425.09,433.6
2009,"EE009","rakvere vald","Rakvere vald","flat",661,"EE006",34,204.06,295.59
2009,"EE009","rapla vald","Rapla vald","flat",668,"EE006",38,269.76,298.52
2009,"EE009","tapa vald","Tapa vald","flat",792,"EE006",90,78.58,113.31
2009,"EE009","turi vald","Türi vald","flat",834,"EE006",26,147.54,187.69
2009,"EE009","vaikemaarja vald","Väike-Maarja vald","flat",928,"EE006",48,63.71,104.24
2009,"EE009","vinni vald","Vinni vald","flat",901,"EE006",28,72.49,109.04
2009,"EE009","virunigula vald","Viru-Nigula vald","flat",903,"EE006",44,77.28,101.75
2009,"EE00A","alutaguse vald","Alutaguse vald","flat",130,"EE007",18,49.44,88.49
2009,"EE00A","johvi vald","Jõhvi vald","flat",251,"EE007",160,221.88,253.79
2009,"EE00A","kohtlajarve linn","Kohtla-Järve linn","flat",321,"EE007",499,89.76,115.43
2009,"EE00A","luganuse vald","Lüganuse vald","flat",442,"EE007",78,37.75,51.19
2009,"EE00A","narva linn","Narva linn","flat",511,"EE007",467,279.68,318.17
2009,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","flat",514,"EE007",45,517.5,681.62
2009,"EE00A","sillamae linn","Sillamäe linn","flat",735,"EE007",141,214.14,219.84
2009,"EE00A","toila vald","Toila vald","flat",803,"EE007",85.3333333333333,103.023333333333,131.156666666667
2010,"EE001","anija vald","Anija vald","flat",141,"EE001",26,190.97,215.71
2010,"EE001","harku vald","Harku vald","flat",198,"EE001",71,788.83,774.06
2010,"EE001","joelahtme vald","Jõelähtme vald","flat",245,"EE001",28,591.63,603.31
2010,"EE001","keila linn","Keila linn","flat",296,"EE001",109,541.42,471.81
2010,"EE001","kiili vald","Kiili vald","flat",304,"EE001",16,662.41,721.63
2010,"EE001","kose vald","Kose vald","flat",338,"EE001",28,186.84,242.89
2010,"EE001","kuusalu vald","Kuusalu vald","flat",353,"EE001",26,263.49,287.56
2010,"EE001","laaneharju vald","Lääne-Harju vald","flat",431,"EE001",275,145.4,194.24
2010,"EE001","loksa linn","Loksa linn","flat",424,"EE001",36,122.15,134.75
2010,"EE001","maardu linn","Maardu linn","flat",446,"EE001",202,428.38,430.76
2010,"EE001","raasiku vald","Raasiku vald","flat",651,"EE001",19,506.99,499.22
2010,"EE001","rae vald","Rae vald","flat",653,"EE001",152,926.72,879.4
2010,"EE001","saku vald","Saku vald","flat",718,"EE001",61,665.75,668.84
2010,"EE001","saue vald","Saue vald","flat",726,"EE001",147,752.31,729.63
2010,"EE001","tallinn","Tallinn","flat",784,"EE001",5826,825.07,918.15
2010,"EE001","viimsi vald","Viimsi vald","flat",890,"EE001",162,929.39,919.61
2010,"EE004","haademeeste vald","Häädemeeste vald","flat",214,"EE004",9,109.81,158.93
2010,"EE004","haapsalu linn","Haapsalu linn","flat",184,"EE004",102,444.33,476.62
2010,"EE004","hiiumaa vald","Hiiumaa vald","flat",205,"EE004",24,263.23,263.39
2010,"EE004","kihnu vald","Kihnu vald","flat",303,"EE004",NA,186.52,286.512
2010,"EE004","laanenigula vald","Lääne-Nigula vald","flat",441,"EE004",37,77.63,105.62
2010,"EE004","laaneranna vald","Lääneranna vald","flat",430,"EE004",27,32.47,54.6
2010,"EE004","muhu vald","Muhu vald","flat",478,"EE004",NA,175.232959683794,205.149239638606
2010,"EE004","parnu linn","Pärnu linn","flat",624,"EE004",543,596.3,658.57
2010,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","flat",638,"EE004",47,92.89,148.32
2010,"EE004","ruhnu vald","Ruhnu vald","flat",689,"EE004",NA,186.52,286.512
2010,"EE004","saarde vald","Saarde vald","flat",712,"EE004",15,49.53,90.1
2010,"EE004","saaremaa vald","Saaremaa vald","flat",714,"EE004",146,556.02,556.99
2010,"EE004","tori vald","Tori vald","flat",809,"EE004",45,332.08,351.98
2010,"EE004","vormsi vald","Vormsi vald","flat",907,"EE004",NA,186.52,286.512
2010,"EE008","antsla vald","Antsla vald","flat",142,"EE008",15,60.87,101.53
2010,"EE008","elva vald","Elva vald","flat",171,"EE008",57,322.49,291.71
2010,"EE008","jogeva vald","Jõgeva vald","flat",247,"EE008",108,89.55,96.25
2010,"EE008","kambja vald","Kambja vald","flat",283,"EE008",53,380.73,437.02
2010,"EE008","kanepi vald","Kanepi vald","flat",284,"EE008",15,92.18,178.26
2010,"EE008","kastre vald","Kastre vald","flat",291,"EE008",16,256.04,268.19
2010,"EE008","luunja vald","Luunja vald","flat",432,"EE008",138,429.15,410.66
2010,"EE008","mulgi vald","Mulgi vald","flat",480,"EE008",39,75.93,100.92
2010,"EE008","mustvee vald","Mustvee vald","flat",486,"EE008",9,113.12,115.63
2010,"EE008","noo vald","Nõo vald","flat",528,"EE008",9,352.62,384.44
2010,"EE008","otepaa vald","Otepää vald","flat",557,"EE008",29,239.37,337.15
2010,"EE008","peipsiaare vald","Peipsiääre vald","flat",586,"EE008",25,133.38,150.16
2010,"EE008","pohjasakala vald","Põhja-Sakala vald","flat",615,"EE008",36,86.18,100.54
2010,"EE008","poltsamaa vald","Põltsamaa vald","flat",618,"EE008",34,93.42,123.61
2010,"EE008","polva vald","Põlva vald","flat",622,"EE008",69,245.45,235.98
2010,"EE008","rapina vald","Räpina vald","flat",708,"EE008",20,56.78,102.33
2010,"EE008","rouge vald","Rõuge vald","flat",698,"EE008",21,20.53,49.25
2010,"EE008","setomaa vald","Setomaa vald","flat",732,"EE008",6,129.99,154
2010,"EE008","tartu linn","Tartu linn","flat",793,"EE008",1092,728.32,771.95
2010,"EE008","tartu vald","Tartu vald","flat",796,"EE008",52,635.79,613.84
2010,"EE008","torva vald","Tõrva vald","flat",824,"EE008",25,72.35,84.24
2010,"EE008","valga vald","Valga vald","flat",855,"EE008",150,84.82,107.17
2010,"EE008","viljandi linn","Viljandi linn","flat",897,"EE008",144,400.81,408.57
2010,"EE008","viljandi vald","Viljandi vald","flat",899,"EE008",46,215.19,215.55
2010,"EE008","voru linn","Võru linn","flat",919,"EE008",110,348.7,355.18
2010,"EE008","voru vald","Võru vald","flat",917,"EE008",27,124.52,150.62
2010,"EE009","haljala vald","Haljala vald","flat",191,"EE006",7,341.77,410.46
2010,"EE009","jarva vald","Järva vald","flat",255,"EE006",66,27.8,60.41
2010,"EE009","kadrina vald","Kadrina vald","flat",272,"EE006",24,167.11,159.37
2010,"EE009","kehtna vald","Kehtna vald","flat",293,"EE006",33,176.2,178.34
2010,"EE009","kohila vald","Kohila vald","flat",317,"EE006",14,483.34,470.11
2010,"EE009","marjamaa vald","Märjamaa vald","flat",503,"EE006",25,169.68,164.17
2010,"EE009","paide linn","Paide linn","flat",567,"EE006",87,231.09,223.18
2010,"EE009","rakvere linn","Rakvere linn","flat",663,"EE006",133,420.47,424.17
2010,"EE009","rakvere vald","Rakvere vald","flat",661,"EE006",26,210.48,238.28
2010,"EE009","rapla vald","Rapla vald","flat",668,"EE006",55,265.74,240.78
2010,"EE009","tapa vald","Tapa vald","flat",792,"EE006",93,75.01,96.64
2010,"EE009","turi vald","Türi vald","flat",834,"EE006",45,185.55,189.21
2010,"EE009","vaikemaarja vald","Väike-Maarja vald","flat",928,"EE006",43,52.14,75.47
2010,"EE009","vinni vald","Vinni vald","flat",901,"EE006",30,71.49,111.58
2010,"EE009","virunigula vald","Viru-Nigula vald","flat",903,"EE006",83,67.28,83.95
2010,"EE00A","alutaguse vald","Alutaguse vald","flat",130,"EE007",18,87.39,197.9
2010,"EE00A","johvi vald","Jõhvi vald","flat",251,"EE007",154,192.93,227.19
2010,"EE00A","kohtlajarve linn","Kohtla-Järve linn","flat",321,"EE007",531,85.48,101.84
2010,"EE00A","luganuse vald","Lüganuse vald","flat",442,"EE007",140,39.27,58.4
2010,"EE00A","narva linn","Narva linn","flat",511,"EE007",616,275.19,290.55
2010,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","flat",514,"EE007",73,532.6,609.12
2010,"EE00A","sillamae linn","Sillamäe linn","flat",735,"EE007",131,192.61,214.55
2010,"EE00A","toila vald","Toila vald","flat",803,"EE007",104,106.53,161.163333333333
2011,"EE001","anija vald","Anija vald","flat",141,"EE001",30,155.45,180.53
2011,"EE001","harku vald","Harku vald","flat",198,"EE001",70,905.93,856.75
2011,"EE001","joelahtme vald","Jõelähtme vald","flat",245,"EE001",33,520.17,546.24
2011,"EE001","keila linn","Keila linn","flat",296,"EE001",84,664.05,620.74
2011,"EE001","kiili vald","Kiili vald","flat",304,"EE001",20,953.14,894.59
2011,"EE001","kose vald","Kose vald","flat",338,"EE001",40,303.26,298.71
2011,"EE001","kuusalu vald","Kuusalu vald","flat",353,"EE001",24,369.38,365.05
