year,LAU_CODE,type.of.building,avg_floor_m2
2019,1280,house,126.7
2020,1280,house,126.7
2021,1280,house,126.7
2022,1280,house,126.6
2019,1280,flat,68.6
2020,1280,flat,68.5
2021,1280,flat,68.4
2022,1280,flat,68.3
2019,1280,other,74.4
2020,1280,other,74.3
2021,1280,other,71.5
2022,1280,other,71.2
2019,1281,house,125.6
2020,1281,house,125.4
2021,1281,house,125.4
2022,1281,house,125.3
2019,1281,flat,70.8
2020,1281,flat,70.7
2021,1281,flat,70.4
2022,1281,flat,70.2
2019,1281,other,76
2020,1281,other,90.6
2021,1281,other,60.2
2022,1281,other,60.2
2019,1282,house,121.7
2020,1282,house,121.7
2021,1282,house,121.8
2022,1282,house,119.5
2019,1282,flat,70
2020,1282,flat,70.1
2021,1282,flat,70.1
2022,1282,flat,70.1
2019,1282,other,75.6
2020,1282,other,75.7
2021,1282,other,74.9
2022,1282,other,74.7
2019,1283,house,125.4
2020,1283,house,125.4
2021,1283,house,125.4
2022,1283,house,125.8
2019,1283,flat,69.3
2020,1283,flat,69.2
2021,1283,flat,69.2
2022,1283,flat,69
2019,1283,other,81
2020,1283,other,78.8
2021,1283,other,75.6
2022,1283,other,73.6
2019,1284,house,125.5
2020,1284,house,125.5
2021,1284,house,125.5
2022,1284,house,125.7
2019,1284,flat,68.1
2020,1284,flat,68.2
2021,1284,flat,67.6
2022,1284,flat,67.5
2019,1284,other,80.2
2020,1284,other,82
2021,1284,other,82.3
2022,1284,other,79.3
2019,1285,house,121.3
2020,1285,house,121
2021,1285,house,121
2022,1285,house,121
2019,1285,flat,67.4
2020,1285,flat,67.2
2021,1285,flat,67.2
2022,1285,flat,67.2
2019,1285,other,71.5
2020,1285,other,71.6
2021,1285,other,69.4
2022,1285,other,69.8
2019,1286,house,123.1
2020,1286,house,123
2021,1286,house,122.7
2022,1286,house,122.7
2019,1286,flat,69.6
2020,1286,flat,69.6
2021,1286,flat,69.1
2022,1286,flat,69.1
2019,1286,other,86.8
2020,1286,other,87
2021,1286,other,87
2022,1286,other,86.4
2019,1287,house,124.7
2020,1287,house,124.5
2021,1287,house,124.5
2022,1287,house,125.4
2019,1287,flat,68.1
2020,1287,flat,68.1
2021,1287,flat,67.8
2022,1287,flat,67.3
2019,1287,other,72.1
2020,1287,other,71.6
2021,1287,other,71.9
2022,1287,other,71.9
2019,1290,house,119.8
2020,1290,house,119.4
2021,1290,house,119.3
2022,1290,house,119.1
2019,1290,flat,68.3
2020,1290,flat,68.4
2021,1290,flat,68.2
2022,1290,flat,68.2
2019,1290,other,88.9
2020,1290,other,81.8
2021,1290,other,82.3
2022,1290,other,82.3
2019,1291,house,116.9
2020,1291,house,116.8
2021,1291,house,116.6
2022,1291,house,116.8
2019,1291,flat,67.4
2020,1291,flat,67.3
2021,1291,flat,67.2
2022,1291,flat,67.2
2019,1291,other,97
2020,1291,other,95.5
2021,1291,other,95
2022,1291,other,96.7
2019,1292,house,124.6
2020,1292,house,124.6
2021,1292,house,124.3
2022,1292,house,124.3
2019,1292,flat,67.9
2020,1292,flat,67.8
2021,1292,flat,67.9
2022,1292,flat,67.6
2019,1292,other,85
2020,1292,other,84.1
2021,1292,other,82.8
2022,1292,other,80.8
2019,1293,house,120.6
2020,1293,house,120.6
2021,1293,house,120.6
2022,1293,house,120.4
2019,1293,flat,65.5
2020,1293,flat,65.5
2021,1293,flat,65.6
2022,1293,flat,65.7
2019,1293,other,81.5
2020,1293,other,80.6
2021,1293,other,80.5
2022,1293,other,80.8
2019,1315,house,115.1
2020,1315,house,115.1
2021,1315,house,114.9
2022,1315,house,114.7
2019,1315,flat,67.3
2020,1315,flat,67.3
2021,1315,flat,67.3
2022,1315,flat,67.3
2019,1315,other,75.4
2020,1315,other,74.6
2021,1315,other,74.6
2022,1315,other,74.6
2019,1380,house,122.8
2020,1380,house,122.7
2021,1380,house,122.7
2022,1380,house,122.6
2019,1380,flat,66.1
2020,1380,flat,65.9
2021,1380,flat,65.7
2022,1380,flat,65.6
2019,1380,other,70.2
2020,1380,other,69.7
2021,1380,other,69.3
2022,1380,other,68.6
2019,1381,house,117.3
2020,1381,house,117.1
2021,1381,house,116.7
2022,1381,house,116.5
2019,1381,flat,64.5
2020,1381,flat,64.7
2021,1381,flat,64.6
2022,1381,flat,64.7
2019,1381,other,83.9
2020,1381,other,84.9
2021,1381,other,81.6
2022,1381,other,81
2019,1382,house,122.6
2020,1382,house,122.7
2021,1382,house,122.7
2022,1382,house,122.7
2019,1382,flat,68.5
2020,1382,flat,68.5
2021,1382,flat,68.8
2022,1382,flat,68.7
2019,1382,other,70.1
2020,1382,other,71.3
2021,1382,other,71.2
2022,1382,other,71.5
2019,1383,house,122.7
2020,1383,house,122.7
2021,1383,house,122.6
2022,1383,house,122.6
2019,1383,flat,70
2020,1383,flat,69.8
2021,1383,flat,69.5
2022,1383,flat,69.2
2019,1383,other,74.7
2020,1383,other,71.7
2021,1383,other,71.6
2022,1383,other,72.1
2019,1384,house,127.4
2020,1384,house,127.5
2021,1384,house,127.7
2022,1384,house,127.7
2019,1384,flat,71.7
2020,1384,flat,71.5
2021,1384,flat,71.2
2022,1384,flat,71.2
2019,1384,other,79.4
2020,1384,other,79.1
2021,1384,other,78.3
2022,1384,other,78.3
2019,1401,house,117.8
2020,1401,house,117.9
2021,1401,house,118.1
2022,1401,house,118.5
2019,1401,flat,67.5
2020,1401,flat,66.9
2021,1401,flat,66
2022,1401,flat,65.9
2019,1401,other,70.8
2020,1401,other,70.8
2021,1401,other,70.8
2022,1401,other,71.1
2019,1402,house,127
2020,1402,house,126.9
2021,1402,house,126.9
2022,1402,house,127
2019,1402,flat,70.7
2020,1402,flat,70.7
2021,1402,flat,70.7
2022,1402,flat,70.2
2019,1402,other,57.6
2020,1402,other,57.3
2021,1402,other,57.3
2022,1402,other,57.6
2019,1407,house,122.6
2020,1407,house,122.4
2021,1407,house,122.4
2022,1407,house,122.2
2019,1407,flat,68.3
2020,1407,flat,68
2021,1407,flat,68
2022,1407,flat,67.8
2019,1407,other,72.7
2020,1407,other,72.7
2021,1407,other,72.5
2022,1407,other,72.5
2019,1415,house,118.1
2020,1415,house,118.6
2021,1415,house,118.8
2022,1415,house,118.9
2019,1415,flat,69.9
2020,1415,flat,69.9
2021,1415,flat,69.5
2022,1415,flat,69
2019,1415,other,74.7
2020,1415,other,74.9
2021,1415,other,74.1
2022,1415,other,74.2
2019,1419,house,108.5
2020,1419,house,108.5
2021,1419,house,108.3
2022,1419,house,108.4
2019,1419,flat,68.7
2020,1419,flat,68.7
2021,1419,flat,68.5
2022,1419,flat,68.1
2019,1419,other,77
2020,1419,other,77.5
2021,1419,other,76.1
2022,1419,other,77.2
2019,1421,house,110.2
2020,1421,house,110.3
2021,1421,house,110.4
2022,1421,house,110.7
2019,1421,flat,64.9
2020,1421,flat,64.7
2021,1421,flat,64.5
2022,1421,flat,64.5
2019,1421,other,73.9
2020,1421,other,73.6
2021,1421,other,73.4
2022,1421,other,74
2019,1427,house,105.3
2020,1427,house,105.4
2021,1427,house,105.2
2022,1427,house,105
2019,1427,flat,66.9
2020,1427,flat,66.9
2021,1427,flat,67
2022,1427,flat,66.7
2019,1427,other,69.8
2020,1427,other,69.3
2021,1427,other,69.3
2022,1427,other,70.3
2019,1430,house,108
2020,1430,house,107.9
2021,1430,house,107.6
2022,1430,house,107.8
2019,1430,flat,62
2020,1430,flat,62.1
2021,1430,flat,62.2
2022,1430,flat,62.2
2019,1430,other,79.4
2020,1430,other,80.3
2021,1430,other,79.7
2022,1430,other,80.2
2019,1435,house,108.6
2020,1435,house,108.7
2021,1435,house,109
2022,1435,house,109.3
2019,1435,flat,63.5
2020,1435,flat,63.1
2021,1435,flat,63.1
2022,1435,flat,63.1
2019,1435,other,76.8
2020,1435,other,76.2
2021,1435,other,76.2
2022,1435,other,75.9
2019,1438,house,111.1
2020,1438,house,111.3
2021,1438,house,111.1
2022,1438,house,111.3
2019,1438,flat,61.8
2020,1438,flat,61.8
2021,1438,flat,61.8
2022,1438,flat,61.8
2019,1438,other,76.5
2020,1438,other,76.5
2021,1438,other,77.3
2022,1438,other,77.3
2019,1439,house,107.7
2020,1439,house,108
2021,1439,house,107.8
2022,1439,house,107.6
2019,1439,flat,63.9
2020,1439,flat,64
2021,1439,flat,64
2022,1439,flat,64
2019,1439,other,72
2020,1439,other,72.8
2021,1439,other,75.4
2022,1439,other,75.4
2019,1440,house,116.7
2020,1440,house,116.8
2021,1440,house,117.1
2022,1440,house,117.2
2019,1440,flat,66.1
2020,1440,flat,66.1
2021,1440,flat,65.6
2022,1440,flat,65.4
2019,1440,other,69.8
2020,1440,other,66.4
2021,1440,other,66.5
2022,1440,other,64.8
2019,1441,house,120.2
2020,1441,house,120.4
2021,1441,house,120.4
2022,1441,house,120.4
2019,1441,flat,67.3
2020,1441,flat,67.3
2021,1441,flat,67.5
2022,1441,flat,67.7
2019,1441,other,63.4
2020,1441,other,62.1
2021,1441,other,61.4
2022,1441,other,62
2019,1442,house,116.8
2020,1442,house,116.9
2021,1442,house,116.7
2022,1442,house,117
2019,1442,flat,66.2
2020,1442,flat,66
2021,1442,flat,65.7
2022,1442,flat,65.6
2019,1442,other,72.2
2020,1442,other,69.9
2021,1442,other,69.5
2022,1442,other,69.4
2019,1443,house,121.9
2020,1443,house,121.9
2021,1443,house,122
2022,1443,house,121.6
2019,1443,flat,74.3
2020,1443,flat,74.1
2021,1443,flat,74.1
2022,1443,flat,74.2
2019,1443,other,85.2
2020,1443,other,85.2
2021,1443,other,84
2022,1443,other,84
2019,1444,house,120.1
2020,1444,house,120
2021,1444,house,120.1
2022,1444,house,119.6
2019,1444,flat,67.2
2020,1444,flat,67.2
2021,1444,flat,67.7
2022,1444,flat,67.7
2019,1444,other,82.1
2020,1444,other,79.6
2021,1444,other,79.6
2022,1444,other,78.8
2019,1445,house,114.9
2020,1445,house,114.8
2021,1445,house,114.8
2022,1445,house,114.6
2019,1445,flat,65.6
2020,1445,flat,65.5
2021,1445,flat,65.6
2022,1445,flat,65.7
2019,1445,other,81.1
2020,1445,other,81.1
2021,1445,other,81.1
2022,1445,other,84.5
2019,1446,house,117.3
2020,1446,house,117.2
2021,1446,house,117
2022,1446,house,117.4
2019,1446,flat,66.8
2020,1446,flat,66.7
2021,1446,flat,66.7
2022,1446,flat,66.7
2019,1446,other,70.8
2020,1446,other,71.4
2021,1446,other,71.3
2022,1446,other,72.4
2019,1447,house,112.3
2020,1447,house,111.9
2021,1447,house,111.9
2022,1447,house,112.1
2019,1447,flat,62.6
2020,1447,flat,62.2
2021,1447,flat,62
2022,1447,flat,62
2019,1447,other,92.5
2020,1447,other,95.6
2021,1447,other,95.6
2022,1447,other,95.6
2019,1452,house,118.1
2020,1452,house,117.9
2021,1452,house,117.8
2022,1452,house,117.8
2019,1452,flat,64.6
2020,1452,flat,64.6
2021,1452,flat,64.5
2022,1452,flat,64.5
2019,1452,other,77.7
2020,1452,other,78.3
2021,1452,other,78.3
2022,1452,other,81.1
2019,1460,house,111.5
2020,1460,house,111.6
2021,1460,house,111.5
2022,1460,house,111.5
2019,1460,flat,61.3
2020,1460,flat,61.3
2021,1460,flat,61.9
2022,1460,flat,61.9
2019,1460,other,81.4
2020,1460,other,81.4
2021,1460,other,80.6
2022,1460,other,78.2
2019,1461,house,112.4
2020,1461,house,111.8
2021,1461,house,111.6
2022,1461,house,111.6
2019,1461,flat,63.4
2020,1461,flat,63.5
2021,1461,flat,63.5
2022,1461,flat,63
2019,1461,other,71.6
2020,1461,other,71.6
2021,1461,other,71.5
2022,1461,other,89.2
2019,1462,house,108.9
2020,1462,house,108.9
2021,1462,house,109.1
2022,1462,house,109.4
2019,1462,flat,64.2
2020,1462,flat,64.3
2021,1462,flat,64.3
2022,1462,flat,64.3
2019,1462,other,70.9
2020,1462,other,70.9
2021,1462,other,70.9
2022,1462,other,70.9
2019,1463,house,114.6
2020,1463,house,114.9
2021,1463,house,115.1
2022,1463,house,115.4
2019,1463,flat,64.6
2020,1463,flat,64.6
2021,1463,flat,64.7
2022,1463,flat,64.9
2019,1463,other,73.4
2020,1463,other,73.1
2021,1463,other,73.1
2022,1463,other,72.9
2019,1465,house,114.4
2020,1465,house,114.3
2021,1465,house,114.4
2022,1465,house,114.1
2019,1465,flat,63.4
2020,1465,flat,63.9
2021,1465,flat,63.9
2022,1465,flat,63.9
2019,1465,other,76.7
2020,1465,other,76.8
2021,1465,other,76.8
2022,1465,other,76.8
2019,1466,house,117.1
2020,1466,house,117.1
2021,1466,house,117.2
2022,1466,house,117.1
2019,1466,flat,65.9
2020,1466,flat,65.9
2021,1466,flat,65.9
2022,1466,flat,66
2019,1466,other,89.1
2020,1466,other,89.1
2021,1466,other,89.1
2022,1466,other,89.3
2019,1470,house,121.2
2020,1470,house,121.3
2021,1470,house,121.3
2022,1470,house,121.3
2019,1470,flat,66.5
2020,1470,flat,65.9
2021,1470,flat,65.9
2022,1470,flat,65.9
2019,1470,other,86.8
2020,1470,other,85.3
2021,1470,other,84.4
2022,1470,other,83.8
2019,1471,house,119.2
2020,1471,house,119.1
2021,1471,house,118.9
2022,1471,house,119
2019,1471,flat,67.1
2020,1471,flat,67.1
2021,1471,flat,67
2022,1471,flat,67
2019,1471,other,80
2020,1471,other,80
2021,1471,other,80.2
2022,1471,other,80.2
2019,1472,house,119.7
2020,1472,house,119.7
2021,1472,house,119.6
2022,1472,house,119.4
2019,1472,flat,66.5
2020,1472,flat,66.5
2021,1472,flat,66.5
2022,1472,flat,66.5
2019,1472,other,76.3
2020,1472,other,76.1
2021,1472,other,73.4
2022,1472,other,73.4
2019,1473,house,117.3
2020,1473,house,117.4
2021,1473,house,117.1
2022,1473,house,117.1
2019,1473,flat,63.8
2020,1473,flat,63.7
2021,1473,flat,63.7
2022,1473,flat,63.7
2019,1473,other,84.7
2020,1473,other,83.5
2021,1473,other,83.6
2022,1473,other,83.6
2019,1480,house,126.8
2020,1480,house,126.9
2021,1480,house,126.9
2022,1480,house,127.5
2019,1480,flat,65.8
2020,1480,flat,65.7
2021,1480,flat,65.5
2022,1480,flat,65.2
2019,1480,other,70.7
2020,1480,other,70.5
2021,1480,other,70.6
2022,1480,other,70.6
2019,1481,house,119.5
2020,1481,house,119.6
2021,1481,house,119.6
2022,1481,house,119.9
2019,1481,flat,65.3
2020,1481,flat,65.3
2021,1481,flat,65.3
2022,1481,flat,65.1
2019,1481,other,68.2
2020,1481,other,67.9
2021,1481,other,67.9
2022,1481,other,67.9
2019,1482,house,116
2020,1482,house,116.1
2021,1482,house,116
2022,1482,house,116
2019,1482,flat,68.8
2020,1482,flat,68.4
2021,1482,flat,68.3
2022,1482,flat,68.1
2019,1482,other,74.9
2020,1482,other,74.7
2021,1482,other,74.4
2022,1482,other,71.8
2019,1484,house,113.1
2020,1484,house,113.3
2021,1484,house,113.7
2022,1484,house,113.6
2019,1484,flat,67.1
2020,1484,flat,67.1
2021,1484,flat,67.2
2022,1484,flat,67.2
2019,1484,other,66.2
2020,1484,other,65.1
2021,1484,other,65.1
2022,1484,other,64.7
2019,1485,house,116.8
2020,1485,house,116.8
2021,1485,house,116.6
2022,1485,house,116.6
2019,1485,flat,63.9
2020,1485,flat,63.9
2021,1485,flat,64
2022,1485,flat,64.1
2019,1485,other,73.2
2020,1485,other,73.2
2021,1485,other,72.5
2022,1485,other,72.5
2019,1486,house,110.3
2020,1486,house,110.5
2021,1486,house,111
2022,1486,house,111.3
2019,1486,flat,66.9
2020,1486,flat,67
2021,1486,flat,67
2022,1486,flat,64
2019,1486,other,76.1
2020,1486,other,75.9
2021,1486,other,78.1
2022,1486,other,78
2019,1487,house,117.9
2020,1487,house,117.6
2021,1487,house,117.8
2022,1487,house,117.7
2019,1487,flat,68.8
2020,1487,flat,68.6
2021,1487,flat,68.8
2022,1487,flat,68.8
2019,1487,other,73.4
2020,1487,other,73.4
2021,1487,other,73.5
2022,1487,other,73.5
2019,1488,house,122.9
2020,1488,house,123.1
2021,1488,house,123.1
2022,1488,house,123.1
2019,1488,flat,64.3
2020,1488,flat,64.4
2021,1488,flat,64.5
2022,1488,flat,64.5
2019,1488,other,70.9
2020,1488,other,70.9
2021,1488,other,70.9
2022,1488,other,70.8
2019,1489,house,119.9
2020,1489,house,120
2021,1489,house,120.1
2022,1489,house,120.2
2019,1489,flat,68.8
2020,1489,flat,68.6
2021,1489,flat,68.6
2022,1489,flat,68.3
2019,1489,other,68.6
2020,1489,other,71.1
2021,1489,other,71
2022,1489,other,71
2019,1490,house,121.7
2020,1490,house,121.6
2021,1490,house,121.6
2022,1490,house,121.8
2019,1490,flat,65.6
2020,1490,flat,65.6
2021,1490,flat,65.5
2022,1490,flat,65.4
2019,1490,other,73
2020,1490,other,72.6
2021,1490,other,73
2022,1490,other,73.1
2019,1491,house,121.9
2020,1491,house,121.7
2021,1491,house,121.8
2022,1491,house,121.8
2019,1491,flat,65.9
2020,1491,flat,65.9
2021,1491,flat,65.9
2022,1491,flat,65.9
2019,1491,other,69.2
2020,1491,other,69.3
2021,1491,other,67.8
2022,1491,other,68
2019,1492,house,119.7
2020,1492,house,119.6
2021,1492,house,119.6
2022,1492,house,119.8
2019,1492,flat,66.1
2020,1492,flat,66.2
2021,1492,flat,66.2
2022,1492,flat,66.2
2019,1492,other,79.8
2020,1492,other,79.8
2021,1492,other,79.8
2022,1492,other,79.9
2019,1493,house,118.9
2020,1493,house,119
2021,1493,house,118.9
2022,1493,house,119.2
2019,1493,flat,67.7
2020,1493,flat,67.7
2021,1493,flat,67.7
2022,1493,flat,67.6
2019,1493,other,69.1
2020,1493,other,69.1
2021,1493,other,69
2022,1493,other,68.3
2019,1494,house,123.8
2020,1494,house,123.9
2021,1494,house,123.9
2022,1494,house,123.8
2019,1494,flat,66.7
2020,1494,flat,66.6
2021,1494,flat,66.6
2022,1494,flat,66.6
2019,1494,other,77.8
2020,1494,other,77.8
2021,1494,other,76.8
2022,1494,other,76.1
2019,1495,house,123.1
2020,1495,house,123
2021,1495,house,122.9
2022,1495,house,123.2
2019,1495,flat,69.7
2020,1495,flat,69.7
2021,1495,flat,69.7
2022,1495,flat,69.7
2019,1495,other,69.1
2020,1495,other,68.7
2021,1495,other,69.3
2022,1495,other,69.1
2019,1496,house,124.3
2020,1496,house,124.4
2021,1496,house,124.2
2022,1496,house,124.2
2019,1496,flat,68.4
2020,1496,flat,68.4
2021,1496,flat,68.5
2022,1496,flat,68.5
2019,1496,other,64.6
2020,1496,other,64.1
2021,1496,other,64.1
2022,1496,other,64.2
2019,1497,house,122.3
2020,1497,house,122.2
2021,1497,house,122.3
2022,1497,house,122.2
2019,1497,flat,69.4
2020,1497,flat,69.5
2021,1497,flat,69.4
2022,1497,flat,69.4
2019,1497,other,78.8
2020,1497,other,78.4
2021,1497,other,78.4
2022,1497,other,78.4
2019,1498,house,118.7
2020,1498,house,118.8
2021,1498,house,119
2022,1498,house,119.1
2019,1498,flat,67.3
2020,1498,flat,67.4
2021,1498,flat,67.4
2022,1498,flat,67.4
2019,1498,other,87.8
2020,1498,other,86.8
2021,1498,other,85.2
2022,1498,other,86.2
2019,1499,house,124.2
2020,1499,house,124.1
2021,1499,house,124
2022,1499,house,123.9
2019,1499,flat,67.3
2020,1499,flat,67.3
2021,1499,flat,67.3
2022,1499,flat,67.3
2019,1499,other,78.9
2020,1499,other,79.3
2021,1499,other,78.4
2022,1499,other,78.9
2019,1715,house,118.7
2020,1715,house,118.8
2021,1715,house,118.9
2022,1715,house,118.9
2019,1715,flat,64.2
2020,1715,flat,64.2
2021,1715,flat,64.2
2022,1715,flat,64.2
2019,1715,other,85.4
2020,1715,other,85.4
2021,1715,other,85.4
2022,1715,other,85.4
2019,1730,house,110.7
2020,1730,house,110.5
2021,1730,house,110.4
2022,1730,house,110.8
2019,1730,flat,62
2020,1730,flat,62
2021,1730,flat,62
2022,1730,flat,62
2019,1730,other,73.6
2020,1730,other,71.4
2021,1730,other,70.6
2022,1730,other,70.8
2019,1737,house,111.3
2020,1737,house,111.2
2021,1737,house,111.4
2022,1737,house,111.6
2019,1737,flat,59.7
2020,1737,flat,59.7
2021,1737,flat,59.8
2022,1737,flat,60.8
2019,1737,other,71.6
2020,1737,other,70.4
2021,1737,other,70
2022,1737,other,70.7
2019,1760,house,111
2020,1760,house,110.8
2021,1760,house,110.5
2022,1760,house,110.6
2019,1760,flat,65.8
2020,1760,flat,65.8
2021,1760,flat,66
2022,1760,flat,66
2019,1760,other,72.3
2020,1760,other,72.3
2021,1760,other,72.5
2022,1760,other,72.5
2019,1761,house,124.3
2020,1761,house,124.2
2021,1761,house,124
2022,1761,house,124
2019,1761,flat,62.4
2020,1761,flat,62.4
2021,1761,flat,62.4
2022,1761,flat,62.8
2019,1761,other,70.6
2020,1761,other,66.3
2021,1761,other,66.7
2022,1761,other,66.9
2019,1762,house,112.6
2020,1762,house,112.6
2021,1762,house,112.6
2022,1762,house,112.8
2019,1762,flat,65.3
2020,1762,flat,65.3
2021,1762,flat,65.3
2022,1762,flat,65.3
2019,1762,other,44.5
2020,1762,other,46.7
2021,1762,other,46.7
2022,1762,other,46.7
2019,1763,house,119.3
2020,1763,house,119.4
2021,1763,house,119.3
2022,1763,house,119.4
2019,1763,flat,65.7
2020,1763,flat,65.7
2021,1763,flat,65.8
2022,1763,flat,65.8
2019,1763,other,77.9
2020,1763,other,77.8
2021,1763,other,75.4
2022,1763,other,75.4
2019,1764,house,115.4
2020,1764,house,115.3
2021,1764,house,115.1
2022,1764,house,115
2019,1764,flat,63
2020,1764,flat,63.1
2021,1764,flat,63
2022,1764,flat,63
2019,1764,other,80.4
2020,1764,other,80.7
2021,1764,other,79.4
2022,1764,other,79.4
2019,1765,house,110.6
2020,1765,house,110.6
2021,1765,house,110.6
2022,1765,house,110.7
2019,1765,flat,64.3
2020,1765,flat,64.3
2021,1765,flat,64.3
2022,1765,flat,63.9
2019,1765,other,78.9
2020,1765,other,78.9
2021,1765,other,79.6
2022,1765,other,79.6
2019,1766,house,114.8
2020,1766,house,114.8
2021,1766,house,114.8
2022,1766,house,114.6
2019,1766,flat,62.5
2020,1766,flat,62.4
2021,1766,flat,62.4
2022,1766,flat,62.4
2019,1766,other,67.6
2020,1766,other,68.3
2021,1766,other,68.1
2022,1766,other,68.2
2019,1780,house,125.2
2020,1780,house,125.1
2021,1780,house,125.1
2022,1780,house,125.2
2019,1780,flat,66.8
2020,1780,flat,66.5
2021,1780,flat,66.4
2022,1780,flat,66
2019,1780,other,93
2020,1780,other,93.1
2021,1780,other,92.9
2022,1780,other,92.1
2019,1781,house,117.5
2020,1781,house,117.4
2021,1781,house,117.4
2022,1781,house,117.5
2019,1781,flat,66.1
2020,1781,flat,66.1
2021,1781,flat,66.1
2022,1781,flat,66
2019,1781,other,72.7
2020,1781,other,72.9
2021,1781,other,72.8
2022,1781,other,73.1
2019,1782,house,111.6
2020,1782,house,111.6
2021,1782,house,111.6
2022,1782,house,111.9
2019,1782,flat,63.2
2020,1782,flat,63.2
2021,1782,flat,63.2
2022,1782,flat,63.6
2019,1782,other,66.8
2020,1782,other,66.8
2021,1782,other,66.8
2022,1782,other,66.8
2019,1783,house,112.2
2020,1783,house,112.1
2021,1783,house,111.8
2022,1783,house,111.8
2019,1783,flat,58.6
2020,1783,flat,58.6
2021,1783,flat,58.6
2022,1783,flat,58.6
2019,1783,other,72.9
2020,1783,other,72.9
2021,1783,other,72.9
2022,1783,other,73.3
2019,1784,house,115
2020,1784,house,115
2021,1784,house,115.1
2022,1784,house,115
2019,1784,flat,64.6
2020,1784,flat,64.5
2021,1784,flat,64.7
2022,1784,flat,64.8
2019,1784,other,62.9
2020,1784,other,62.4
2021,1784,other,62.1
2022,1784,other,61.9
2019,1785,house,120.8
2020,1785,house,120.5
2021,1785,house,120.2
2022,1785,house,120.2
2019,1785,flat,62.1
2020,1785,flat,62.1
2021,1785,flat,62.1
2022,1785,flat,62.1
2019,1785,other,65.1
2020,1785,other,65.6
2021,1785,other,64.1
2022,1785,other,65
2019,1814,house,117.4
2020,1814,house,117.2
2021,1814,house,117.4
2022,1814,house,117.1
2019,1814,flat,65.8
2020,1814,flat,65.8
2021,1814,flat,65.8
2022,1814,flat,65.7
2019,1814,other,79.5
2020,1814,other,79.1
2021,1814,other,79.1
2022,1814,other,79.1
2019,1860,house,113.8
2020,1860,house,113.5
2021,1860,house,113.5
2022,1860,house,113.5
2019,1860,flat,64.5
2020,1860,flat,64.1
2021,1860,flat,64.1
2022,1860,flat,63.2
2019,1860,other,59.9
2020,1860,other,59.6
2021,1860,other,59.7
2022,1860,other,66.1
2019,1861,house,116.8
2020,1861,house,116.5
2021,1861,house,116.5
2022,1861,house,116.5
2019,1861,flat,63.4
2020,1861,flat,63.4
2021,1861,flat,63.5
2022,1861,flat,63.5
2019,1861,other,72.6
2020,1861,other,72.6
2021,1861,other,72.6
2022,1861,other,72.6
2019,1862,house,111.4
2020,1862,house,111.5
2021,1862,house,111.4
2022,1862,house,111.2
2019,1862,flat,61.6
2020,1862,flat,61.6
2021,1862,flat,61.6
2022,1862,flat,61.6
2019,1862,other,79.7
2020,1862,other,79.5
2021,1862,other,79.7
2022,1862,other,79.7
2019,1863,house,108.7
2020,1863,house,108.6
2021,1863,house,108.8
2022,1863,house,109.1
2019,1863,flat,58.3
2020,1863,flat,58.3
2021,1863,flat,58.3
2022,1863,flat,58.3
2019,1863,other,74.2
2020,1863,other,74.2
2021,1863,other,74.2
2022,1863,other,74.4
2019,1864,house,110
2020,1864,house,110.2
2021,1864,house,110
2022,1864,house,110
2019,1864,flat,62.2
2020,1864,flat,62.4
2021,1864,flat,62.4
2022,1864,flat,62.4
2019,1864,other,75.2
2020,1864,other,75.2
2021,1864,other,75.2
2022,1864,other,76.3
2019,1880,house,121.4
2020,1880,house,121.7
2021,1880,house,121.7
2022,1880,house,121.9
2019,1880,flat,68.5
2020,1880,flat,68.5
2021,1880,flat,68
2022,1880,flat,67.6
2019,1880,other,68.5
2020,1880,other,67.4
2021,1880,other,67.5
2022,1880,other,67.6
2019,1881,house,118.3
2020,1881,house,118.3
2021,1881,house,118.2
2022,1881,house,118.4
2019,1881,flat,66.1
2020,1881,flat,66
2021,1881,flat,65.8
2022,1881,flat,65.9
2019,1881,other,69.2
2020,1881,other,69.3
2021,1881,other,68.2
2022,1881,other,68.2
2019,1882,house,115.2
2020,1882,house,115
2021,1882,house,114.8
2022,1882,house,114.7
2019,1882,flat,65
2020,1882,flat,65.1
2021,1882,flat,65.1
2022,1882,flat,64.8
2019,1882,other,79.1
2020,1882,other,79.3
2021,1882,other,79.3
2022,1882,other,79.5
2019,1883,house,117
2020,1883,house,116.9
2021,1883,house,117.2
2022,1883,house,117.5
2019,1883,flat,63.2
2020,1883,flat,63.5
2021,1883,flat,63.6
2022,1883,flat,63.6
2019,1883,other,76.2
2020,1883,other,74
2021,1883,other,74
2022,1883,other,74
2019,1884,house,115.2
2020,1884,house,115.5
2021,1884,house,115.3
2022,1884,house,115.2
2019,1884,flat,66.9
2020,1884,flat,66.9
2021,1884,flat,66.9
2022,1884,flat,66.9
2019,1884,other,69.8
2020,1884,other,69.7
2021,1884,other,69.7
2022,1884,other,69.7
2019,1885,house,117.5
2020,1885,house,117.5
2021,1885,house,117.4
2022,1885,house,117.3
2019,1885,flat,63.6
2020,1885,flat,63.6
2021,1885,flat,63.6
2022,1885,flat,63.6
2019,1885,other,76.6
2020,1885,other,77
2021,1885,other,77
2022,1885,other,77
2019,1904,house,113.2
2020,1904,house,112.9
2021,1904,house,113.2
2022,1904,house,112.7
2019,1904,flat,60.8
2020,1904,flat,60.8
2021,1904,flat,60.8
2022,1904,flat,60.8
2019,1904,other,84.3
2020,1904,other,84.3
