"nuts","sex","year","measure","value","level"
"980","women",2013,"average_salary",27100,"laucode"
"980","women",2014,"average_salary",27900,"laucode"
"980","women",2015,"average_salary",28700,"laucode"
"980","women",2016,"average_salary",29300,"laucode"
"980","women",2017,"average_salary",30000,"laucode"
"980","women",2018,"average_salary",30900,"laucode"
"980","women",2019,"average_salary",32000,"laucode"
"980","women",2020,"average_salary",32900,"laucode"
"980","women",2021,"average_salary",34200,"laucode"
"980","women",2022,"average_salary",35000,"laucode"
"980","women",2023,"average_salary",36600,"laucode"
"980","women",2024,"average_salary",37700,"laucode"
"980","women",2007,"number_empl",5600,"laucode"
"980","women",2008,"number_empl",5500,"laucode"
"980","women",2009,"number_empl",5300,"laucode"
"980","women",2010,"number_empl",5000,"laucode"
"980","women",2011,"number_empl",5000,"laucode"
"980","women",2012,"number_empl",4900,"laucode"
"980","women",2013,"number_empl",5000,"laucode"
"980","women",2014,"number_empl",5200,"laucode"
"980","women",2015,"number_empl",5100,"laucode"
"980","women",2016,"number_empl",4900,"laucode"
"980","women",2017,"number_empl",5100,"laucode"
"980","women",2018,"number_empl",5200,"laucode"
"980","women",2019,"number_empl",5300,"laucode"
"980","women",2020,"number_empl",5200,"laucode"
"980","women",2021,"number_empl",5200,"laucode"
"980","women",2022,"number_empl",5300,"laucode"
"980","women",2023,"number_empl",5500,"laucode"
"980","women",2024,"number_empl",5500,"laucode"
"980","total",2007,"average_salary",22700,"laucode"
"980","total",2008,"average_salary",24200,"laucode"
"980","total",2009,"average_salary",25000,"laucode"
"980","total",2010,"average_salary",25600,"laucode"
"980","total",2011,"average_salary",26100,"laucode"
"980","total",2012,"average_salary",26500,"laucode"
"980","total",2013,"average_salary",27800,"laucode"
"980","total",2014,"average_salary",28700,"laucode"
"980","total",2015,"average_salary",29600,"laucode"
"980","total",2016,"average_salary",30100,"laucode"
"980","total",2017,"average_salary",30700,"laucode"
"980","total",2018,"average_salary",31700,"laucode"
"980","total",2019,"average_salary",32500,"laucode"
"980","total",2020,"average_salary",33500,"laucode"
"980","total",2021,"average_salary",34700,"laucode"
"980","total",2022,"average_salary",35400,"laucode"
"980","total",2023,"average_salary",37200,"laucode"
"980","total",2024,"average_salary",38400,"laucode"
"980","total",2007,"number_empl",7300,"laucode"
"980","total",2008,"number_empl",7100,"laucode"
"980","total",2009,"number_empl",6900,"laucode"
"980","total",2010,"number_empl",6500,"laucode"
"980","total",2011,"number_empl",6500,"laucode"
"980","total",2012,"number_empl",6300,"laucode"
"980","total",2013,"number_empl",6500,"laucode"
"980","total",2014,"number_empl",6900,"laucode"
"980","total",2015,"number_empl",6700,"laucode"
"980","total",2016,"number_empl",6500,"laucode"
"980","total",2017,"number_empl",6800,"laucode"
"980","total",2018,"number_empl",6900,"laucode"
"980","total",2019,"number_empl",7100,"laucode"
"980","total",2020,"number_empl",7000,"laucode"
"980","total",2021,"number_empl",7000,"laucode"
"980","total",2022,"number_empl",7200,"laucode"
"980","total",2023,"number_empl",7500,"laucode"
"980","total",2024,"number_empl",7500,"laucode"
"1444","men",2007,"average_salary",23800,"laucode"
"1444","men",2008,"average_salary",24800,"laucode"
"1444","men",2009,"average_salary",25600,"laucode"
"1444","men",2010,"average_salary",25700,"laucode"
"1444","men",2011,"average_salary",25800,"laucode"
"1444","men",2012,"average_salary",26300,"laucode"
"1444","men",2013,"average_salary",27300,"laucode"
"1444","men",2014,"average_salary",28400,"laucode"
"1444","men",2015,"average_salary",28700,"laucode"
"1444","men",2016,"average_salary",29700,"laucode"
"1444","men",2017,"average_salary",29800,"laucode"
"1444","men",2018,"average_salary",30900,"laucode"
"1444","men",2019,"average_salary",31100,"laucode"
"1444","men",2020,"average_salary",32500,"laucode"
"1444","men",2021,"average_salary",32300,"laucode"
"1444","men",2022,"average_salary",32700,"laucode"
"1444","men",2023,"average_salary",34200,"laucode"
"1444","men",2024,"average_salary",35000,"laucode"
"1444","men",2007,"number_empl",90,"laucode"
"1444","men",2008,"number_empl",90,"laucode"
"1444","men",2009,"number_empl",80,"laucode"
"1444","men",2010,"number_empl",80,"laucode"
"1444","men",2011,"number_empl",80,"laucode"
"1444","men",2012,"number_empl",80,"laucode"
"1444","men",2013,"number_empl",90,"laucode"
"1444","men",2014,"number_empl",90,"laucode"
"1444","men",2015,"number_empl",100,"laucode"
"1444","men",2016,"number_empl",110,"laucode"
"1444","men",2017,"number_empl",110,"laucode"
"1444","men",2018,"number_empl",110,"laucode"
"1444","men",2019,"number_empl",100,"laucode"
"1444","men",2020,"number_empl",100,"laucode"
"1444","men",2021,"number_empl",130,"laucode"
"1444","men",2022,"number_empl",130,"laucode"
"1444","men",2023,"number_empl",130,"laucode"
"1444","men",2024,"number_empl",130,"laucode"
"1444","women",2007,"average_salary",20800,"laucode"
"1444","women",2008,"average_salary",22300,"laucode"
"1444","women",2009,"average_salary",23400,"laucode"
"1444","women",2010,"average_salary",23800,"laucode"
"1444","women",2011,"average_salary",24500,"laucode"
"1444","women",2012,"average_salary",24900,"laucode"
"1444","women",2013,"average_salary",25600,"laucode"
"1444","women",2014,"average_salary",26500,"laucode"
"1444","women",2015,"average_salary",27300,"laucode"
"1444","women",2016,"average_salary",28500,"laucode"
"1444","women",2017,"average_salary",29600,"laucode"
"1444","women",2018,"average_salary",30300,"laucode"
"1444","women",2019,"average_salary",31300,"laucode"
"1444","women",2020,"average_salary",31500,"laucode"
"1444","women",2021,"average_salary",32200,"laucode"
"1444","women",2022,"average_salary",33000,"laucode"
"1444","women",2023,"average_salary",33900,"laucode"
"1444","women",2024,"average_salary",35600,"laucode"
"1444","women",2007,"number_empl",520,"laucode"
"1444","women",2008,"number_empl",490,"laucode"
"1444","women",2009,"number_empl",470,"laucode"
"1444","women",2010,"number_empl",480,"laucode"
"1444","women",2011,"number_empl",480,"laucode"
"1444","women",2012,"number_empl",460,"laucode"
"1444","women",2013,"number_empl",450,"laucode"
"1444","women",2014,"number_empl",450,"laucode"
"1444","women",2015,"number_empl",460,"laucode"
"1444","women",2016,"number_empl",460,"laucode"
"1444","women",2017,"number_empl",480,"laucode"
"1444","women",2018,"number_empl",470,"laucode"
"1444","women",2019,"number_empl",460,"laucode"
"1444","women",2020,"number_empl",490,"laucode"
"1444","women",2021,"number_empl",470,"laucode"
"1444","women",2022,"number_empl",460,"laucode"
"1444","women",2023,"number_empl",470,"laucode"
"1444","women",2024,"number_empl",440,"laucode"
"1444","total",2007,"average_salary",21200,"laucode"
"1444","total",2008,"average_salary",22700,"laucode"
"1444","total",2009,"average_salary",23800,"laucode"
"1444","total",2010,"average_salary",24000,"laucode"
"1444","total",2011,"average_salary",24700,"laucode"
"1444","total",2012,"average_salary",25100,"laucode"
"1444","total",2013,"average_salary",25900,"laucode"
"1444","total",2014,"average_salary",26800,"laucode"
"1444","total",2015,"average_salary",27500,"laucode"
"1444","total",2016,"average_salary",28800,"laucode"
"1444","total",2017,"average_salary",29700,"laucode"
"1444","total",2018,"average_salary",30400,"laucode"
"1444","total",2019,"average_salary",31300,"laucode"
"1444","total",2020,"average_salary",31700,"laucode"
"1444","total",2021,"average_salary",32200,"laucode"
"1444","total",2022,"average_salary",32900,"laucode"
"1444","total",2023,"average_salary",34000,"laucode"
"1444","total",2024,"average_salary",35500,"laucode"
"1444","total",2007,"number_empl",600,"laucode"
"1444","total",2008,"number_empl",580,"laucode"
"1444","total",2009,"number_empl",550,"laucode"
"1444","total",2010,"number_empl",560,"laucode"
"1444","total",2011,"number_empl",560,"laucode"
"1444","total",2012,"number_empl",550,"laucode"
"1444","total",2013,"number_empl",540,"laucode"
"1444","total",2014,"number_empl",540,"laucode"
"1444","total",2015,"number_empl",560,"laucode"
"1444","total",2016,"number_empl",560,"laucode"
"1444","total",2017,"number_empl",590,"laucode"
"1444","total",2018,"number_empl",570,"laucode"
"1444","total",2019,"number_empl",560,"laucode"
"1444","total",2020,"number_empl",590,"laucode"
"1444","total",2021,"number_empl",590,"laucode"
"1444","total",2022,"number_empl",600,"laucode"
"1444","total",2023,"number_empl",600,"laucode"
"1444","total",2024,"number_empl",570,"laucode"
"1764","men",2007,"average_salary",23000,"laucode"
"1764","men",2008,"average_salary",24500,"laucode"
"1764","men",2009,"average_salary",24800,"laucode"
"1764","men",2010,"average_salary",25700,"laucode"
"1764","men",2011,"average_salary",25900,"laucode"
"1764","men",2012,"average_salary",26200,"laucode"
"1764","men",2013,"average_salary",27600,"laucode"
"1764","men",2014,"average_salary",28200,"laucode"
"1764","men",2015,"average_salary",29200,"laucode"
"1764","men",2016,"average_salary",30000,"laucode"
"1764","men",2017,"average_salary",29400,"laucode"
"1764","men",2018,"average_salary",30800,"laucode"
"1764","men",2019,"average_salary",30900,"laucode"
"1764","men",2020,"average_salary",31100,"laucode"
"1764","men",2021,"average_salary",32100,"laucode"
"1764","men",2022,"average_salary",32800,"laucode"
"1764","men",2023,"average_salary",33300,"laucode"
"1764","men",2024,"average_salary",33500,"laucode"
"1764","men",2007,"number_empl",140,"laucode"
"1764","men",2008,"number_empl",130,"laucode"
"1764","men",2009,"number_empl",140,"laucode"
"1764","men",2010,"number_empl",150,"laucode"
"1764","men",2011,"number_empl",150,"laucode"
"1764","men",2012,"number_empl",140,"laucode"
"1764","men",2013,"number_empl",120,"laucode"
"1764","men",2014,"number_empl",130,"laucode"
"1764","men",2015,"number_empl",140,"laucode"
"1764","men",2016,"number_empl",150,"laucode"
"1764","men",2017,"number_empl",170,"laucode"
"1764","men",2018,"number_empl",150,"laucode"
"1764","men",2019,"number_empl",150,"laucode"
"1764","men",2020,"number_empl",160,"laucode"
"1764","men",2021,"number_empl",150,"laucode"
"1764","men",2022,"number_empl",150,"laucode"
"1764","men",2023,"number_empl",160,"laucode"
"1764","men",2024,"number_empl",180,"laucode"
"1764","women",2007,"average_salary",20800,"laucode"
"1764","women",2008,"average_salary",22300,"laucode"
"1764","women",2009,"average_salary",23200,"laucode"
"1764","women",2010,"average_salary",23700,"laucode"
"1764","women",2011,"average_salary",24200,"laucode"
"1764","women",2012,"average_salary",24600,"laucode"
"1764","women",2013,"average_salary",25500,"laucode"
"1764","women",2014,"average_salary",26300,"laucode"
"1764","women",2015,"average_salary",27000,"laucode"
"1764","women",2016,"average_salary",28000,"laucode"
"1764","women",2017,"average_salary",28600,"laucode"
"1764","women",2018,"average_salary",28700,"laucode"
"1764","women",2019,"average_salary",29500,"laucode"
"1764","women",2020,"average_salary",30400,"laucode"
"1764","women",2021,"average_salary",31300,"laucode"
"1764","women",2022,"average_salary",31800,"laucode"
"1764","women",2023,"average_salary",32700,"laucode"
"1764","women",2024,"average_salary",34100,"laucode"
"1764","women",2007,"number_empl",750,"laucode"
"1764","women",2008,"number_empl",730,"laucode"
"1764","women",2009,"number_empl",710,"laucode"
"1764","women",2010,"number_empl",720,"laucode"
"1764","women",2011,"number_empl",750,"laucode"
"1764","women",2012,"number_empl",720,"laucode"
"1764","women",2013,"number_empl",680,"laucode"
"1764","women",2014,"number_empl",700,"laucode"
"1764","women",2015,"number_empl",710,"laucode"
"1764","women",2016,"number_empl",730,"laucode"
"1764","women",2017,"number_empl",730,"laucode"
"1764","women",2018,"number_empl",760,"laucode"
"1764","women",2019,"number_empl",750,"laucode"
"1764","women",2020,"number_empl",720,"laucode"
"1764","women",2021,"number_empl",700,"laucode"
"1764","women",2022,"number_empl",740,"laucode"
"1764","women",2023,"number_empl",710,"laucode"
"1764","women",2024,"number_empl",710,"laucode"
"1764","total",2007,"average_salary",21100,"laucode"
"1764","total",2008,"average_salary",22600,"laucode"
"1764","total",2009,"average_salary",23400,"laucode"
"1764","total",2010,"average_salary",24100,"laucode"
"1764","total",2011,"average_salary",24400,"laucode"
"1764","total",2012,"average_salary",24800,"laucode"
"1764","total",2013,"average_salary",25800,"laucode"
"1764","total",2014,"average_salary",26600,"laucode"
"1764","total",2015,"average_salary",27300,"laucode"
"1764","total",2016,"average_salary",28400,"laucode"
"1764","total",2017,"average_salary",28700,"laucode"
"1764","total",2018,"average_salary",29100,"laucode"
"1764","total",2019,"average_salary",29800,"laucode"
"1764","total",2020,"average_salary",30500,"laucode"
"1764","total",2021,"average_salary",31400,"laucode"
"1764","total",2022,"average_salary",31900,"laucode"
"1764","total",2023,"average_salary",32900,"laucode"
"1764","total",2024,"average_salary",34000,"laucode"
"1764","total",2007,"number_empl",890,"laucode"
"1764","total",2008,"number_empl",860,"laucode"
"1764","total",2009,"number_empl",850,"laucode"
"1764","total",2010,"number_empl",870,"laucode"
"1764","total",2011,"number_empl",900,"laucode"
"1764","total",2012,"number_empl",860,"laucode"
"1764","total",2013,"number_empl",810,"laucode"
"1764","total",2014,"number_empl",830,"laucode"
"1764","total",2015,"number_empl",850,"laucode"
"1764","total",2016,"number_empl",880,"laucode"
"1764","total",2017,"number_empl",900,"laucode"
"1764","total",2018,"number_empl",910,"laucode"
"1764","total",2019,"number_empl",900,"laucode"
"1764","total",2020,"number_empl",880,"laucode"
"1764","total",2021,"number_empl",840,"laucode"
"1764","total",2022,"number_empl",890,"laucode"
"1764","total",2023,"number_empl",860,"laucode"
"1764","total",2024,"number_empl",880,"laucode"
"1447","men",2007,"average_salary",24200,"laucode"
"1447","men",2008,"average_salary",26100,"laucode"
"1447","men",2009,"average_salary",25800,"laucode"
"1447","men",2010,"average_salary",25500,"laucode"
"1447","men",2011,"average_salary",26400,"laucode"
"1447","men",2012,"average_salary",26700,"laucode"
"1447","men",2013,"average_salary",26600,"laucode"
"1447","men",2014,"average_salary",27400,"laucode"
"1447","men",2015,"average_salary",27300,"laucode"
"1447","men",2016,"average_salary",27400,"laucode"
"1447","men",2017,"average_salary",28700,"laucode"
"1447","men",2018,"average_salary",29100,"laucode"
"1447","men",2019,"average_salary",30400,"laucode"
"1447","men",2020,"average_salary",32000,"laucode"
"1447","men",2021,"average_salary",32000,"laucode"
"1447","men",2022,"average_salary",33200,"laucode"
"1447","men",2023,"average_salary",34100,"laucode"
"1447","men",2024,"average_salary",35300,"laucode"
"1447","men",2007,"number_empl",100,"laucode"
"1447","men",2008,"number_empl",60,"laucode"
"1447","men",2009,"number_empl",70,"laucode"
"1447","men",2010,"number_empl",80,"laucode"
"1447","men",2011,"number_empl",70,"laucode"
"1447","men",2012,"number_empl",60,"laucode"
"1447","men",2013,"number_empl",80,"laucode"
"1447","men",2014,"number_empl",80,"laucode"
"1447","men",2015,"number_empl",100,"laucode"
"1447","men",2016,"number_empl",110,"laucode"
"1447","men",2017,"number_empl",100,"laucode"
"1447","men",2018,"number_empl",110,"laucode"
"1447","men",2019,"number_empl",90,"laucode"
"1447","men",2020,"number_empl",90,"laucode"
"1447","men",2021,"number_empl",90,"laucode"
"1447","men",2022,"number_empl",90,"laucode"
"1447","men",2023,"number_empl",90,"laucode"
"1447","men",2024,"number_empl",80,"laucode"
"1447","women",2007,"average_salary",20900,"laucode"
"1447","women",2008,"average_salary",22500,"laucode"
"1447","women",2009,"average_salary",23200,"laucode"
"1447","women",2010,"average_salary",23400,"laucode"
"1447","women",2011,"average_salary",23900,"laucode"
"1447","women",2012,"average_salary",24600,"laucode"
"1447","women",2013,"average_salary",25400,"laucode"
"1447","women",2014,"average_salary",26500,"laucode"
"1447","women",2015,"average_salary",27300,"laucode"
"1447","women",2016,"average_salary",28600,"laucode"
"1447","women",2017,"average_salary",29200,"laucode"
"1447","women",2018,"average_salary",30400,"laucode"
"1447","women",2019,"average_salary",31100,"laucode"
"1447","women",2020,"average_salary",31900,"laucode"
"1447","women",2021,"average_salary",32300,"laucode"
"1447","women",2022,"average_salary",32800,"laucode"
"1447","women",2023,"average_salary",34000,"laucode"
"1447","women",2024,"average_salary",35400,"laucode"
"1447","women",2007,"number_empl",460,"laucode"
"1447","women",2008,"number_empl",430,"laucode"
"1447","women",2009,"number_empl",400,"laucode"
"1447","women",2010,"number_empl",410,"laucode"
"1447","women",2011,"number_empl",440,"laucode"
"1447","women",2012,"number_empl",420,"laucode"
"1447","women",2013,"number_empl",430,"laucode"
"1447","women",2014,"number_empl",440,"laucode"
"1447","women",2015,"number_empl",470,"laucode"
"1447","women",2016,"number_empl",470,"laucode"
"1447","women",2017,"number_empl",490,"laucode"
"1447","women",2018,"number_empl",480,"laucode"
"1447","women",2019,"number_empl",450,"laucode"
"1447","women",2020,"number_empl",410,"laucode"
"1447","women",2021,"number_empl",410,"laucode"
"1447","women",2022,"number_empl",420,"laucode"
"1447","women",2023,"number_empl",430,"laucode"
"1447","women",2024,"number_empl",420,"laucode"
"1447","total",2007,"average_salary",21500,"laucode"
"1447","total",2008,"average_salary",23000,"laucode"
"1447","total",2009,"average_salary",23600,"laucode"
"1447","total",2010,"average_salary",23800,"laucode"
"1447","total",2011,"average_salary",24300,"laucode"
"1447","total",2012,"average_salary",24900,"laucode"
"1447","total",2013,"average_salary",25600,"laucode"
"1447","total",2014,"average_salary",26700,"laucode"
"1447","total",2015,"average_salary",27300,"laucode"
"1447","total",2016,"average_salary",28400,"laucode"
"1447","total",2017,"average_salary",29100,"laucode"
"1447","total",2018,"average_salary",30200,"laucode"
"1447","total",2019,"average_salary",31000,"laucode"
"1447","total",2020,"average_salary",31900,"laucode"
"1447","total",2021,"average_salary",32200,"laucode"
"1447","total",2022,"average_salary",32900,"laucode"
"1447","total",2023,"average_salary",34000,"laucode"
"1447","total",2024,"average_salary",35400,"laucode"
"1447","total",2007,"number_empl",560,"laucode"
"1447","total",2008,"number_empl",490,"laucode"
"1447","total",2009,"number_empl",480,"laucode"
"1447","total",2010,"number_empl",490,"laucode"
"1447","total",2011,"number_empl",510,"laucode"
"1447","total",2012,"number_empl",480,"laucode"
"1447","total",2013,"number_empl",510,"laucode"
"1447","total",2014,"number_empl",520,"laucode"
"1447","total",2015,"number_empl",570,"laucode"
"1447","total",2016,"number_empl",580,"laucode"
"1447","total",2017,"number_empl",590,"laucode"
"1447","total",2018,"number_empl",590,"laucode"
"1447","total",2019,"number_empl",540,"laucode"
"1447","total",2020,"number_empl",490,"laucode"
"1447","total",2021,"number_empl",510,"laucode"
"1447","total",2022,"number_empl",510,"laucode"
"1447","total",2023,"number_empl",520,"laucode"
"1447","total",2024,"number_empl",510,"laucode"
"305","men",2007,"average_salary",24300,"laucode"
"643","men",2007,"average_salary",24300,"laucode"
"305","men",2008,"average_salary",24400,"laucode"
"643","men",2008,"average_salary",24400,"laucode"
"305","men",2009,"average_salary",24700,"laucode"
"643","men",2009,"average_salary",24700,"laucode"
"305","men",2010,"average_salary",25700,"laucode"
"643","men",2010,"average_salary",25700,"laucode"
"305","men",2011,"average_salary",26800,"laucode"
"643","men",2011,"average_salary",26800,"laucode"
"305","men",2012,"average_salary",26600,"laucode"
"643","men",2012,"average_salary",26600,"laucode"
"305","men",2013,"average_salary",28100,"laucode"
"643","men",2013,"average_salary",28100,"laucode"
"305","men",2014,"average_salary",28300,"laucode"
"643","men",2014,"average_salary",28300,"laucode"
"305","men",2015,"average_salary",29000,"laucode"
"643","men",2015,"average_salary",29000,"laucode"
"305","men",2016,"average_salary",29600,"laucode"
"643","men",2016,"average_salary",29600,"laucode"
"305","men",2017,"average_salary",30900,"laucode"
"643","men",2017,"average_salary",30900,"laucode"
"305","men",2018,"average_salary",31700,"laucode"
"643","men",2018,"average_salary",31700,"laucode"
"305","men",2019,"average_salary",33100,"laucode"
"643","men",2019,"average_salary",33100,"laucode"
"305","men",2020,"average_salary",33500,"laucode"
"643","men",2020,"average_salary",33500,"laucode"
"305","men",2021,"average_salary",34200,"laucode"
"643","men",2021,"average_salary",34200,"laucode"
"305","men",2022,"average_salary",34700,"laucode"
"643","men",2022,"average_salary",34700,"laucode"
"305","men",2023,"average_salary",35900,"laucode"
"643","men",2023,"average_salary",35900,"laucode"
"305","men",2024,"average_salary",37100,"laucode"
"643","men",2024,"average_salary",37100,"laucode"
"305","men",2007,"number_empl",290,"laucode"
"643","men",2007,"number_empl",290,"laucode"
"305","men",2008,"number_empl",280,"laucode"
"643","men",2008,"number_empl",280,"laucode"
"305","men",2009,"number_empl",290,"laucode"
"643","men",2009,"number_empl",290,"laucode"
"305","men",2010,"number_empl",270,"laucode"
"643","men",2010,"number_empl",270,"laucode"
"305","men",2011,"number_empl",280,"laucode"
"643","men",2011,"number_empl",280,"laucode"
"305","men",2012,"number_empl",310,"laucode"
"643","men",2012,"number_empl",310,"laucode"
"305","men",2013,"number_empl",300,"laucode"
"643","men",2013,"number_empl",300,"laucode"
"305","men",2014,"number_empl",340,"laucode"
"643","men",2014,"number_empl",340,"laucode"
"305","men",2015,"number_empl",360,"laucode"
"643","men",2015,"number_empl",360,"laucode"
"305","men",2016,"number_empl",380,"laucode"
"643","men",2016,"number_empl",380,"laucode"
"305","men",2017,"number_empl",360,"laucode"
"643","men",2017,"number_empl",360,"laucode"
"305","men",2018,"number_empl",380,"laucode"
"643","men",2018,"number_empl",380,"laucode"
"305","men",2019,"number_empl",360,"laucode"
"643","men",2019,"number_empl",360,"laucode"
"305","men",2020,"number_empl",390,"laucode"
"643","men",2020,"number_empl",390,"laucode"
"305","men",2021,"number_empl",380,"laucode"
"643","men",2021,"number_empl",380,"laucode"
"305","men",2022,"number_empl",420,"laucode"
"643","men",2022,"number_empl",420,"laucode"
"305","men",2023,"number_empl",480,"laucode"
"643","men",2023,"number_empl",480,"laucode"
"305","men",2024,"number_empl",450,"laucode"
"643","men",2024,"number_empl",450,"laucode"
"305","women",2007,"average_salary",21400,"laucode"
"643","women",2007,"average_salary",21400,"laucode"
"305","women",2008,"average_salary",22700,"laucode"
"643","women",2008,"average_salary",22700,"laucode"
"305","women",2009,"average_salary",23500,"laucode"
"643","women",2009,"average_salary",23500,"laucode"
"305","women",2010,"average_salary",24100,"laucode"
"643","women",2010,"average_salary",24100,"laucode"
"305","women",2011,"average_salary",24500,"laucode"
"643","women",2011,"average_salary",24500,"laucode"
"305","women",2012,"average_salary",24900,"laucode"
"643","women",2012,"average_salary",24900,"laucode"
"305","women",2013,"average_salary",26000,"laucode"
"643","women",2013,"average_salary",26000,"laucode"
"305","women",2014,"average_salary",26900,"laucode"
"643","women",2014,"average_salary",26900,"laucode"
"305","women",2015,"average_salary",27800,"laucode"
"643","women",2015,"average_salary",27800,"laucode"
"305","women",2016,"average_salary",29000,"laucode"
"643","women",2016,"average_salary",29000,"laucode"
"305","women",2017,"average_salary",29700,"laucode"
"643","women",2017,"average_salary",29700,"laucode"
"305","women",2018,"average_salary",30700,"laucode"
"643","women",2018,"average_salary",30700,"laucode"
"305","women",2019,"average_salary",31800,"laucode"
"643","women",2019,"average_salary",31800,"laucode"
"305","women",2020,"average_salary",32400,"laucode"
"643","women",2020,"average_salary",32400,"laucode"
"305","women",2021,"average_salary",33200,"laucode"
"643","women",2021,"average_salary",33200,"laucode"
"305","women",2022,"average_salary",34200,"laucode"
"643","women",2022,"average_salary",34200,"laucode"
"305","women",2023,"average_salary",35400,"laucode"
"643","women",2023,"average_salary",35400,"laucode"
"305","women",2024,"average_salary",36400,"laucode"
"643","women",2024,"average_salary",36400,"laucode"
"305","women",2007,"number_empl",1200,"laucode"
"643","women",2007,"number_empl",1200,"laucode"
"305","women",2008,"number_empl",1200,"laucode"
"643","women",2008,"number_empl",1200,"laucode"
"305","women",2009,"number_empl",1200,"laucode"
"643","women",2009,"number_empl",1200,"laucode"
"305","women",2010,"number_empl",1200,"laucode"
"643","women",2010,"number_empl",1200,"laucode"
"305","women",2011,"number_empl",1200,"laucode"
"643","women",2011,"number_empl",1200,"laucode"
"305","women",2012,"number_empl",1200,"laucode"
"643","women",2012,"number_empl",1200,"laucode"
"305","women",2013,"number_empl",1200,"laucode"
"643","women",2013,"number_empl",1200,"laucode"
"305","women",2014,"number_empl",1200,"laucode"
"643","women",2014,"number_empl",1200,"laucode"
"305","women",2015,"number_empl",1200,"laucode"
"643","women",2015,"number_empl",1200,"laucode"
"305","women",2016,"number_empl",1300,"laucode"
"643","women",2016,"number_empl",1300,"laucode"
"305","women",2017,"number_empl",1300,"laucode"
"643","women",2017,"number_empl",1300,"laucode"
"305","women",2018,"number_empl",1400,"laucode"
"643","women",2018,"number_empl",1400,"laucode"
"305","women",2019,"number_empl",1400,"laucode"
"643","women",2019,"number_empl",1400,"laucode"
"305","women",2020,"number_empl",1400,"laucode"
"643","women",2020,"number_empl",1400,"laucode"
"305","women",2021,"number_empl",1500,"laucode"
"643","women",2021,"number_empl",1500,"laucode"
"305","women",2022,"number_empl",1500,"laucode"
"643","women",2022,"number_empl",1500,"laucode"
"305","women",2023,"number_empl",1500,"laucode"
"643","women",2023,"number_empl",1500,"laucode"
"305","women",2024,"number_empl",1500,"laucode"
"643","women",2024,"number_empl",1500,"laucode"
"305","total",2007,"average_salary",22000,"laucode"
"643","total",2007,"average_salary",22000,"laucode"
"305","total",2008,"average_salary",23100,"laucode"
"643","total",2008,"average_salary",23100,"laucode"
"305","total",2009,"average_salary",23700,"laucode"
"643","total",2009,"average_salary",23700,"laucode"
"305","total",2010,"average_salary",24400,"laucode"
"643","total",2010,"average_salary",24400,"laucode"
"305","total",2011,"average_salary",25000,"laucode"
"643","total",2011,"average_salary",25000,"laucode"
"305","total",2012,"average_salary",25200,"laucode"
"643","total",2012,"average_salary",25200,"laucode"
"305","total",2013,"average_salary",26400,"laucode"
"643","total",2013,"average_salary",26400,"laucode"
"305","total",2014,"average_salary",27200,"laucode"
"643","total",2014,"average_salary",27200,"laucode"
"305","total",2015,"average_salary",28000,"laucode"
"643","total",2015,"average_salary",28000,"laucode"
"305","total",2016,"average_salary",29100,"laucode"
"643","total",2016,"average_salary",29100,"laucode"
"305","total",2017,"average_salary",30000,"laucode"
"643","total",2017,"average_salary",30000,"laucode"
"305","total",2018,"average_salary",30900,"laucode"
"643","total",2018,"average_salary",30900,"laucode"
"305","total",2019,"average_salary",32100,"laucode"
"643","total",2019,"average_salary",32100,"laucode"
"305","total",2020,"average_salary",32700,"laucode"
"643","total",2020,"average_salary",32700,"laucode"
"305","total",2021,"average_salary",33400,"laucode"
"643","total",2021,"average_salary",33400,"laucode"
"305","total",2022,"average_salary",34300,"laucode"
"643","total",2022,"average_salary",34300,"laucode"
"305","total",2023,"average_salary",35500,"laucode"
"643","total",2023,"average_salary",35500,"laucode"
"305","total",2024,"average_salary",36500,"laucode"
"643","total",2024,"average_salary",36500,"laucode"
"305","total",2007,"number_empl",1500,"laucode"
"643","total",2007,"number_empl",1500,"laucode"
"305","total",2008,"number_empl",1500,"laucode"
"643","total",2008,"number_empl",1500,"laucode"
"305","total",2009,"number_empl",1500,"laucode"
"643","total",2009,"number_empl",1500,"laucode"
"305","total",2010,"number_empl",1500,"laucode"
"643","total",2010,"number_empl",1500,"laucode"
"305","total",2011,"number_empl",1500,"laucode"
"643","total",2011,"number_empl",1500,"laucode"
"305","total",2012,"number_empl",1500,"laucode"
"643","total",2012,"number_empl",1500,"laucode"
"305","total",2013,"number_empl",1500,"laucode"
"643","total",2013,"number_empl",1500,"laucode"
"305","total",2014,"number_empl",1600,"laucode"
"643","total",2014,"number_empl",1600,"laucode"
"305","total",2015,"number_empl",1600,"laucode"
"643","total",2015,"number_empl",1600,"laucode"
"305","total",2016,"number_empl",1600,"laucode"
"643","total",2016,"number_empl",1600,"laucode"
"305","total",2017,"number_empl",1700,"laucode"
"643","total",2017,"number_empl",1700,"laucode"
"305","total",2018,"number_empl",1800,"laucode"
"643","total",2018,"number_empl",1800,"laucode"
"305","total",2019,"number_empl",1700,"laucode"
"643","total",2019,"number_empl",1700,"laucode"
"305","total",2020,"number_empl",1800,"laucode"
"643","total",2020,"number_empl",1800,"laucode"
"305","total",2021,"number_empl",1800,"laucode"
"643","total",2021,"number_empl",1800,"laucode"
"305","total",2022,"number_empl",2000,"laucode"
"643","total",2022,"number_empl",2000,"laucode"
